Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Apr 3 2024,8:00p,Memphis Grizzlies,111,Milwaukee Bucks,101,Box Score,,17420,2:05,Fiserv Forum,
Wed Apr 3 2024,8:00p,Toronto Raptors,85,Minnesota Timberwolves,133,Box Score,,18024,2:00,Target Center,
Wed Apr 3 2024,8:00p,Orlando Magic,117,New Orleans Pelicans,108,Box Score,,16427,,Smoothie King Center,
Wed Apr 3 2024,10:00p,Cleveland Cavaliers,101,Phoenix Suns,122,Box Score,,17071,2:14,Footprint Center,
Thu Apr 4 2024,7:30p,Atlanta Hawks,95,Dallas Mavericks,109,Box Score,,20211,2:09,American Airlines Center,
Thu Apr 4 2024,7:30p,Philadelphia 76ers,109,Miami Heat,105,Box Score,,19719,2:07,Kaseya Center,
Thu Apr 4 2024,7:30p,Sacramento Kings,109,New York Knicks,120,Box Score,,19812,2:28,Madison Square Garden (IV),
Thu Apr 4 2024,8:00p,Golden State Warriors,133,Houston Rockets,110,Box Score,,18055,2:13,Toyota Center,
Thu Apr 4 2024,10:00p,Denver Nuggets,100,Los Angeles Clippers,102,Box Score,,19370,2:33,Crypto.com Arena,
Fri Apr 5 2024,7:00p,Orlando Magic,115,Charlotte Hornets,124,Box Score,,16374,2:13,Spectrum Center,
Fri Apr 5 2024,7:00p,Oklahoma City Thunder,112,Indiana Pacers,126,Box Score,,17274,2:12,Gainbridge Fieldhouse,
Fri Apr 5 2024,7:00p,Portland Trail Blazers,108,Washington Wizards,102,Box Score,,18079,2:16,Capital One Arena,
Fri Apr 5 2024,7:30p,Sacramento Kings,100,Boston Celtics,101,Box Score,,19156,2:03,TD Garden,
Fri Apr 5 2024,8:00p,New York Knicks,100,Chicago Bulls,108,Box Score,,21599,2:17,United Center,
Fri Apr 5 2024,8:00p,Miami Heat,119,Houston Rockets,104,Box Score,,18055,2:03,Toyota Center,
Fri Apr 5 2024,8:00p,Detroit Pistons,90,Memphis Grizzlies,108,Box Score,,16745,2:01,FedEx Forum,
Fri Apr 5 2024,8:00p,Toronto Raptors,117,Milwaukee Bucks,111,Box Score,,17750,2:21,Fiserv Forum,
Fri Apr 5 2024,8:00p,San Antonio Spurs,111,New Orleans Pelicans,109,Box Score,,17422,2:01,Smoothie King Center,
Fri Apr 5 2024,8:30p,Golden State Warriors,106,Dallas Mavericks,108,Box Score,,20425,2:21,American Airlines Center,
Fri Apr 5 2024,10:00p,Minnesota Timberwolves,87,Phoenix Suns,97,Box Score,,17071,2:08,Footprint Center,
Fri Apr 5 2024,10:30p,Utah Jazz,102,Los Angeles Clippers,131,Box Score,,19370,2:04,Crypto.com Arena,
Sat Apr 6 2024,3:30p,Cleveland Cavaliers,97,Los Angeles Lakers,116,Box Score,,18997,2:04,Crypto.com Arena,
Sat Apr 6 2024,7:00p,Detroit Pistons,103,Brooklyn Nets,113,Box Score,,17732,2:07,Barclays Center,
Sat Apr 6 2024,8:00p,Philadelphia 76ers,116,Memphis Grizzlies,96,Box Score,,17794,2:15,FedEx Forum,
Sat Apr 6 2024,9:00p,Atlanta Hawks,110,Denver Nuggets,142,Box Score,,19639,2:10,Ball Arena,
Sun Apr 7 2024,3:30p,Houston Rockets,136,Dallas Mavericks,147,Box Score,OT,20317,2:48,American Airlines Center,
Sun Apr 7 2024,3:30p,Cleveland Cavaliers,118,Los Angeles Clippers,120,Box Score,,19370,2:19,Crypto.com Arena,
Sun Apr 7 2024,5:00p,Miami Heat,115,Indiana Pacers,117,Box Score,,17274,2:28,Gainbridge Fieldhouse,
Sun Apr 7 2024,6:00p,Portland Trail Blazers,107,Boston Celtics,124,Box Score,,19156,1:51,TD Garden,
Sun Apr 7 2024,6:00p,Oklahoma City Thunder,121,Charlotte Hornets,118,Box Score,,16556,2:12,Spectrum Center,
Sun Apr 7 2024,6:00p,Chicago Bulls,98,Orlando Magic,113,Box Score,,19276,2:11,Kia Center,
Sun Apr 7 2024,6:00p,New Orleans Pelicans,113,Phoenix Suns,105,Box Score,,17071,2:13,Footprint Center,
Sun Apr 7 2024,6:00p,Washington Wizards,122,Toronto Raptors,130,Box Score,,19502,2:23,Scotiabank Arena,
Sun Apr 7 2024,7:00p,New York Knicks,122,Milwaukee Bucks,109,Box Score,,17536,2:15,Fiserv Forum,
Sun Apr 7 2024,7:00p,Philadelphia 76ers,133,San Antonio Spurs,126,Box Score,2OT,18046,2:52,Frost Bank Center,
Sun Apr 7 2024,7:30p,Sacramento Kings,107,Brooklyn Nets,77,Box Score,,17732,2:06,Barclays Center,
Sun Apr 7 2024,8:30p,Utah Jazz,110,Golden State Warriors,118,Box Score,,18064,2:07,Chase Center,
Sun Apr 7 2024,10:00p,Minnesota Timberwolves,127,Los Angeles Lakers,117,Box Score,,18997,2:05,Crypto.com Arena,
Tue Apr 9 2024,7:00p,Dallas Mavericks,130,Charlotte Hornets,104,Box Score,,17425,2:01,Spectrum Center,
Tue Apr 9 2024,7:00p,Detroit Pistons,102,Philadelphia 76ers,120,Box Score,,19796,2:15,Wells Fargo Center,
Tue Apr 9 2024,7:00p,Indiana Pacers,140,Toronto Raptors,123,Box Score,,19325,2:17,Scotiabank Arena,
Tue Apr 9 2024,7:30p,Miami Heat,117,Atlanta Hawks,111,Box Score,2OT,17049,2:35,State Farm Arena,
Tue Apr 9 2024,7:30p,Boston Celtics,91,Milwaukee Bucks,104,Box Score,,17493,1:57,Fiserv Forum,
Tue Apr 9 2024,8:00p,New York Knicks,128,Chicago Bulls,117,Box Score,,21648,2:12,United Center,
Tue Apr 9 2024,8:00p,Orlando Magic,106,Houston Rockets,118,Box Score,,18055,2:11,Toyota Center,
Tue Apr 9 2024,8:00p,San Antonio Spurs,102,Memphis Grizzlies,87,Box Score,,16108,1:55,FedEx Forum,
Tue Apr 9 2024,8:00p,Washington Wizards,121,Minnesota Timberwolves,130,Box Score,,18024,2:12,Target Center,
Tue Apr 9 2024,8:00p,Sacramento Kings,105,Oklahoma City Thunder,112,Box Score,,17509,2:17,Paycom Center,
Tue Apr 9 2024,9:00p,Denver Nuggets,111,Utah Jazz,95,Box Score,,18206,1:58,Delta Center,
Tue Apr 9 2024,10:00p,Golden State Warriors,134,Los Angeles Lakers,120,Box Score,,18997,2:15,Crypto.com Arena,
Tue Apr 9 2024,10:00p,Los Angeles Clippers,105,Phoenix Suns,92,Box Score,,17071,2:11,Footprint Center,
Tue Apr 9 2024,10:00p,New Orleans Pelicans,110,Portland Trail Blazers,100,Box Score,,18341,2:01,Moda Center,
Wed Apr 10 2024,7:00p,Memphis Grizzlies,98,Cleveland Cavaliers,110,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
Wed Apr 10 2024,7:30p,Charlotte Hornets,115,Atlanta Hawks,114,Box Score,,16158,2:09,State Farm Arena,
Wed Apr 10 2024,7:30p,Toronto Raptors,102,Brooklyn Nets,106,Box Score,,17732,2:20,Barclays Center,
Wed Apr 10 2024,7:30p,Dallas Mavericks,111,Miami Heat,92,Box Score,,19660,2:10,Kaseya Center,
Wed Apr 10 2024,8:00p,Orlando Magic,99,Milwaukee Bucks,117,Box Score,,17563,2:12,Fiserv Forum,
Wed Apr 10 2024,8:00p,San Antonio Spurs,89,Oklahoma City Thunder,127,Box Score,,17229,1:57,Paycom Center,
Wed Apr 10 2024,10:00p,Minnesota Timberwolves,107,Denver Nuggets,116,Box Score,,19845,2:21,Ball Arena,
Wed Apr 10 2024,10:30p,Phoenix Suns,124,Los Angeles Clippers,108,Box Score,,19370,2:02,Crypto.com Arena,
Thu Apr 11 2024,7:00p,Chicago Bulls,127,Detroit Pistons,105,Box Score,,20013,2:03,Little Caesars Arena,
Thu Apr 11 2024,7:30p,New York Knicks,118,Boston Celtics,109,Box Score,,19156,2:04,TD Garden,
Thu Apr 11 2024,9:00p,Houston Rockets,121,Utah Jazz,124,Box Score,,18206,2:18,Delta Center,
Thu Apr 11 2024,10:00p,Golden State Warriors,100,Portland Trail Blazers,92,Box Score,,19335,2:04,Moda Center,
Thu Apr 11 2024,10:00p,New Orleans Pelicans,135,Sacramento Kings,123,Box Score,,17832,2:17,Golden 1 Center,
Fri Apr 12 2024,7:00p,Orlando Magic,113,Philadelphia 76ers,125,Box Score,,20149,2:21,Wells Fargo Center,
Fri Apr 12 2024,7:00p,Chicago Bulls,129,Washington Wizards,127,Box Score,,20333,2:20,Capital One Arena,
Fri Apr 12 2024,7:30p,Charlotte Hornets,98,Boston Celtics,131,Box Score,,19156,1:56,TD Garden,
Fri Apr 12 2024,7:30p,Indiana Pacers,120,Cleveland Cavaliers,129,Box Score,,19432,2:11,Rocket Mortgage Fieldhouse,
Fri Apr 12 2024,7:30p,Brooklyn Nets,107,New York Knicks,111,Box Score,,19812,2:15,Madison Square Garden (IV),
Fri Apr 12 2024,8:00p,Los Angeles Lakers,123,Memphis Grizzlies,120,Box Score,,17794,2:20,FedEx Forum,
Fri Apr 12 2024,8:00p,Toronto Raptors,103,Miami Heat,125,Box Score,,19600,2:07,Kaseya Center,
Fri Apr 12 2024,8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Box Score,,18024,2:22,Target Center,
Fri Apr 12 2024,8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Box Score,,18203,2:06,Paycom Center,
Fri Apr 12 2024,8:00p,Denver Nuggets,120,San Antonio Spurs,121,Box Score,,18665,2:07,Frost Bank Center,
Fri Apr 12 2024,8:30p,Detroit Pistons,107,Dallas Mavericks,89,Box Score,,20274,1:55,American Airlines Center,
Fri Apr 12 2024,10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Box Score,,18064,2:13,Chase Center,
Fri Apr 12 2024,10:00p,Houston Rockets,116,Portland Trail Blazers,107,Box Score,,18630,2:07,Moda Center,
Fri Apr 12 2024,10:30p,Utah Jazz,110,Los Angeles Clippers,109,Box Score,,19370,2:07,Crypto.com Arena,
Fri Apr 12 2024,10:30p,Phoenix Suns,108,Sacramento Kings,107,Box Score,,17832,2:16,Golden 1 Center,
Sun Apr 14 2024,1:00p,Washington Wizards,122,Boston Celtics,132,Box Score,,19156,2:01,TD Garden,
Sun Apr 14 2024,1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Box Score,,19432,1:48,Rocket Mortgage Fieldhouse,
Sun Apr 14 2024,1:00p,Atlanta Hawks,115,Indiana Pacers,157,Box Score,,17274,2:04,Gainbridge Fieldhouse,
Sun Apr 14 2024,1:00p,Toronto Raptors,103,Miami Heat,118,Box Score,,19600,2:06,Kaseya Center,
Sun Apr 14 2024,1:00p,Chicago Bulls,119,New York Knicks,120,Box Score,OT,19812,2:35,Madison Square Garden (IV),
Sun Apr 14 2024,1:00p,Milwaukee Bucks,88,Orlando Magic,113,Box Score,,18846,2:08,Kia Center,
Sun Apr 14 2024,1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Box Score,,20246,2:01,Wells Fargo Center,
Sun Apr 14 2024,3:30p,Utah Jazz,116,Golden State Warriors,123,Box Score,,18064,2:04,Chase Center,
Sun Apr 14 2024,3:30p,Houston Rockets,116,Los Angeles Clippers,105,Box Score,,19370,1:55,Crypto.com Arena,
Sun Apr 14 2024,3:30p,Denver Nuggets,126,Memphis Grizzlies,111,Box Score,,17544,2:09,FedEx Forum,
Sun Apr 14 2024,3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Box Score,,18024,2:11,Target Center,
Sun Apr 14 2024,3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Box Score,,18633,2:16,Smoothie King Center,
Sun Apr 14 2024,3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Box Score,,18203,1:56,Paycom Center,
Sun Apr 14 2024,3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Box Score,,18037,2:06,Golden 1 Center,
Sun Apr 14 2024,3:30p,Detroit Pistons,95,San Antonio Spurs,123,Box Score,,18516,1:54,Frost Bank Center,
Tue Apr 16 2024,7:30p,Los Angeles Lakers,110,New Orleans Pelicans,106,Box Score,,18591,2:33,Smoothie King Center,Play-In Game
Tue Apr 16 2024,10:00p,Golden State Warriors,94,Sacramento Kings,118,Box Score,,18304,2:21,Golden 1 Center,Play-In Game
Wed Apr 17 2024,7:00p,Miami Heat,104,Philadelphia 76ers,105,Box Score,,19788,2:29,Wells Fargo Center,Play-In Game
Wed Apr 17 2024,9:30p,Atlanta Hawks,116,Chicago Bulls,131,Box Score,,21627,2:16,United Center,Play-In Game
Fri Apr 19 2024,7:00p,Chicago Bulls,91,Miami Heat,112,Box Score,,19600,2:09,Kaseya Center,Play-In Game
Fri Apr 19 2024,9:30p,Sacramento Kings,98,New Orleans Pelicans,105,Box Score,,18656,2:22,Smoothie King Center,Play-In Game
Sat Apr 20 2024,1:00p,Orlando Magic,83,Cleveland Cavaliers,97,Box Score,,19432,2:32,Rocket Mortgage Fieldhouse,
Sat Apr 20 2024,3:30p,Phoenix Suns,95,Minnesota Timberwolves,120,Box Score,,19478,2:35,Target Center,
Sat Apr 20 2024,6:00p,Philadelphia 76ers,104,New York Knicks,111,Box Score,,19812,2:30,Madison Square Garden (IV),
Sat Apr 20 2024,8:30p,Los Angeles Lakers,103,Denver Nuggets,114,Box Score,,19731,2:11,Ball Arena,
Sun Apr 21 2024,1:00p,Miami Heat,94,Boston Celtics,114,Box Score,,19156,2:09,TD Garden,
Sun Apr 21 2024,3:30p,Dallas Mavericks,97,Los Angeles Clippers,109,Box Score,,19370,2:22,Crypto.com Arena,
Sun Apr 21 2024,7:00p,Indiana Pacers,94,Milwaukee Bucks,109,Box Score,,17341,2:17,Fiserv Forum,
Sun Apr 21 2024,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,94,Box Score,,18203,2:21,Paycom Center,
Mon Apr 22 2024,7:00p,Orlando Magic,86,Cleveland Cavaliers,96,Box Score,,19432,2:31,Rocket Mortgage Fieldhouse,
Mon Apr 22 2024,7:30p,Philadelphia 76ers,101,New York Knicks,104,Box Score,,19812,2:35,Madison Square Garden (IV),
Mon Apr 22 2024,10:00p,Los Angeles Lakers,99,Denver Nuggets,101,Box Score,,19711,2:19,Ball Arena,
Tue Apr 23 2024,7:30p,Phoenix Suns,93,Minnesota Timberwolves,105,Box Score,,19310,2:32,Target Center,
Tue Apr 23 2024,8:30p,Indiana Pacers,125,Milwaukee Bucks,108,Box Score,,17683,2:21,Fiserv Forum,
Tue Apr 23 2024,10:00p,Dallas Mavericks,96,Los Angeles Clippers,93,Box Score,,19370,2:35,Crypto.com Arena,
Wed Apr 24 2024,7:00p,Miami Heat,111,Boston Celtics,101,Box Score,,19156,2:19,TD Garden,
Wed Apr 24 2024,9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,124,Box Score,,18203,2:18,Paycom Center,
Thu Apr 25 2024,7:00p,Cleveland Cavaliers,83,Orlando Magic,121,Box Score,,18846,2:10,Kia Center,
Thu Apr 25 2024,7:30p,New York Knicks,114,Philadelphia 76ers,125,Box Score,,21116,2:36,Wells Fargo Center,
Thu Apr 25 2024,10:00p,Denver Nuggets,112,Los Angeles Lakers,105,Box Score,,18997,2:18,Crypto.com Arena,
Fri Apr 26 2024,5:30p,Milwaukee Bucks,118,Indiana Pacers,121,Box Score,OT,17274,2:50,Gainbridge Fieldhouse,
Fri Apr 26 2024,8:00p,Los Angeles Clippers,90,Dallas Mavericks,101,Box Score,,20402,2:28,American Airlines Center,
Fri Apr 26 2024,10:30p,Minnesota Timberwolves,126,Phoenix Suns,109,Box Score,,17071,2:34,Footprint Center,
Sat Apr 27 2024,1:00p,Cleveland Cavaliers,89,Orlando Magic,112,Box Score,,18933,2:20,Kia Center,
Sat Apr 27 2024,3:30p,Oklahoma City Thunder,106,New Orleans Pelicans,85,Box Score,,18659,2:17,Smoothie King Center,
Sat Apr 27 2024,6:00p,Boston Celtics,104,Miami Heat,84,Box Score,,20092,2:11,Kaseya Center,
Sat Apr 27 2024,8:30p,Denver Nuggets,108,Los Angeles Lakers,119,Box Score,,18997,2:19,Crypto.com Arena,
Sun Apr 28 2024,1:00p,New York Knicks,97,Philadelphia 76ers,92,Box Score,,21048,2:41,Wells Fargo Center,
Sun Apr 28 2024,3:30p,Los Angeles Clippers,116,Dallas Mavericks,111,Box Score,,20411,2:36,American Airlines Center,
Sun Apr 28 2024,7:00p,Milwaukee Bucks,113,Indiana Pacers,126,Box Score,,17274,2:25,Gainbridge Fieldhouse,
Sun Apr 28 2024,9:30p,Minnesota Timberwolves,122,Phoenix Suns,116,Box Score,,17071,2:48,Footprint Center,
Mon Apr 29 2024,7:30p,Boston Celtics,102,Miami Heat,88,Box Score,,19600,2:20,Kaseya Center,
Mon Apr 29 2024,8:30p,Oklahoma City Thunder,97,New Orleans Pelicans,89,Box Score,,18487,2:24,Smoothie King Center,
Mon Apr 29 2024,10:00p,Los Angeles Lakers,106,Denver Nuggets,108,Box Score,,19861,2:19,Ball Arena,
Tue Apr 30 2024,7:00p,Philadelphia 76ers,112,New York Knicks,106,Box Score,OT,19812,2:49,Madison Square Garden (IV),
Tue Apr 30 2024,8:00p,Orlando Magic,103,Cleveland Cavaliers,104,Box Score,,19432,2:31,Rocket Mortgage Fieldhouse,
Tue Apr 30 2024,9:30p,Indiana Pacers,92,Milwaukee Bucks,115,Box Score,,17341,2:25,Fiserv Forum,
